"Country or Area";"Subgroup";"Year";"Source";"Unit";"Value";"Value Footnotes"
"Thailand";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"308"
"Thailand";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"308"
"Thailand";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"3.1";"311"
"Thailand";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"3.2";"311"
"Trinidad and Tobago";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"2"
"Trinidad and Tobago";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"11.2";"2"
"Trinidad and Tobago";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"13.8";"2"
"Trinidad and Tobago";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"14.5";"1"
"Trinidad and Tobago";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"14.4";"2"
"Trinidad and Tobago";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"15.2";"1"
"Trinidad and Tobago";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"16.8";"1"
"Trinidad and Tobago";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"18.9";"1"
"Trinidad and Tobago";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"19.4";"2"
"Trinidad and Tobago";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"21.0";"1"
"Trinidad and Tobago";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"20.6";"1"
"Trinidad and Tobago";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"22.3";"2"
"Trinidad and Tobago";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"23.4";"1"
"Trinidad and Tobago";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"23.9";"2"
"Trinidad and Tobago";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"23.4";"1"
"Trinidad and Tobago";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"24.2";"1"
"Trinidad and Tobago";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"24.5";"1"
"Trinidad and Tobago";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"23.6";"1"
"Trinidad and Tobago";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"25.2";"1"
"Trinidad and Tobago";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"18.9";"1"
"Trinidad and Tobago";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"17.0";"1"
"Trinidad and Tobago";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"2"
"Trinidad and Tobago";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"2"
"Trinidad and Tobago";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"2"
"Trinidad and Tobago";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"1"
"Trinidad and Tobago";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"8.6";"2"
"Trinidad and Tobago";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"10.2";"1"
"Trinidad and Tobago";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"1"
"Trinidad and Tobago";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"1"
"Trinidad and Tobago";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"12.3";"2"
"Trinidad and Tobago";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"13.2";"1"
"Trinidad and Tobago";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"15.1";"1"
"Trinidad and Tobago";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"16.1";"2"
"Trinidad and Tobago";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"17.7";"1"
"Trinidad and Tobago";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"17.0";"2"
"Trinidad and Tobago";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"15.7";"1"
"Trinidad and Tobago";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"17.9";"1"
"Trinidad and Tobago";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"20.8";"1"
"Trinidad and Tobago";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"21.2";"1"
"Trinidad and Tobago";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"20.7";"1"
"Trinidad and Tobago";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"16.3";"1"
"Trinidad and Tobago";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"1"
"Tunisia";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"17.3";"1"
"Tunisia";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"17.1";"2"
"Tunisia";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"16.2";"1"
"Tunisia";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"16.3";"2"
"Tunisia";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"16.2";"2"
"Tunisia";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"16.9";"2"
"Tunisia";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"17.2";"2"
"Tunisia";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"17.3";"1"
"Tunisia";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"21.9";"1"
"Tunisia";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"1"
"Tunisia";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"13.2";"2"
"Tunisia";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"13.9";"1"
"Tunisia";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"14.9";"2"
"Tunisia";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"14.5";"2"
"Tunisia";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"15.3";"2"
"Tunisia";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"15.6";"2"
"Tunisia";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"15.5";"1"
"Tunisia";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"14.7";"1"
"Turkey";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"10.3";"312"
"Turkey";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"9.7";"312"
"Turkey";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"10.1";"312"
"Turkey";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"312"
"Turkey";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"312"
"Turkey";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"312"
"Turkey";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.6";"313"
"Turkey";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"313"
"Turkey";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"313"
"Turkey";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.0";"313"
"Turkey";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"313"
"Turkey";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"314"
"Turkey";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"9.4";"314"
"Turkey";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"314"
"Turkey";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"314"
"Turkey";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"314"
"Turkey";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"314"
"Turkey";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"315"
"Turkey";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"43"
"Turkey";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"10.3";"312"
"Turkey";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"10.5";"312"
"Turkey";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"10.7";"312"
"Turkey";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"10.7";"312"
"Turkey";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"312"
"Turkey";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"6.6";"312"
"Turkey";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.7";"313"
"Turkey";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"313"
"Turkey";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"313"
"Turkey";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"313"
"Turkey";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"313"
"Turkey";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"314"
"Turkey";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"314"
"Turkey";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"314"
"Turkey";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"314"
"Turkey";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"314"
"Turkey";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"8.2";"314"
"Turkey";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"315"
"Turkey";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"43"
"Uganda";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"3.9";"316"
"Uganda";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"2.5";"316"
"Ukraine";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"317"
"Ukraine";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"317"
"Ukraine";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"318"
"Ukraine";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"318"
"Ukraine";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"318"
"Ukraine";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"11.6";"318"
"Ukraine";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"319"
"Ukraine";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"320"
"Ukraine";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"8.4";"321"
"Ukraine";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"321"
"Ukraine";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"4.9";"321"
"Ukraine";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"317"
"Ukraine";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"317"
"Ukraine";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.4";"318"
"Ukraine";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.8";"318"
"Ukraine";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"318"
"Ukraine";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"11.6";"318"
"Ukraine";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"11.8";"319"
"Ukraine";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"11.9";"320"
"Ukraine";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"321"
"Ukraine";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"321"
"Ukraine";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"321"
"United Arab Emirates";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"322"
"United Arab Emirates";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"2.4";"323"
"United Arab Emirates";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"2.2";"322"
"United Arab Emirates";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"1.7";"323"
"United Kingdom";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"156"
"United Kingdom";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"156"
"United Kingdom";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"156"
"United Kingdom";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"156"
"United Kingdom";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"156"
"United Kingdom";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"156"
"United Kingdom";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"156"
"United Kingdom";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"156"
"United Kingdom";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"156"
"United Kingdom";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"156"
"United Kingdom";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"156"
"United Kingdom";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"156"
"United Kingdom";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"7.6";"157"
"United Kingdom";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"324"
"United Kingdom";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"324"
"United Kingdom";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"324"
"United Kingdom";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"324"
"United Kingdom";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"324"
"United Kingdom";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"10.2";"324"
"United Kingdom";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"324"
"United Kingdom";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"324"
"United Kingdom";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"156"
"United Kingdom";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"156"
"United Kingdom";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"156"
"United Kingdom";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"156"
"United Kingdom";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"156"
"United Kingdom";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"156"
"United Kingdom";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"6.7";"156"
"United Kingdom";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"156"
"United Kingdom";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"156"
"United Kingdom";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"9.6";"156"
"United Kingdom";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"10.0";"156"
"United Kingdom";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"11.4";"156"
"United Kingdom";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"157"
"United Kingdom";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"324"
"United Kingdom";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"9.2";"324"
"United Kingdom";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"324"
"United Kingdom";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"7.4";"324"
"United Kingdom";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"324"
"United Kingdom";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"11.2";"324"
"United Kingdom";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"11.6";"324"
"United Kingdom";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"11.6";"324"
"United States of America";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"325"
"United States of America";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"325"
"United States of America";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"325"
"United States of America";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"325"
"United States of America";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"4.7";"325"
"United States of America";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"326"
"United States of America";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"325"
"United States of America";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"325"
"United States of America";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"326"
"United States of America";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"325"
"United States of America";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"325"
"United States of America";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"6.0";"327"
"United States of America";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"6.6";"325"
"United States of America";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"325"
"United States of America";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"325"
"United States of America";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"326"
"United States of America";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"325"
"United States of America";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"325"
"United States of America";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"325"
"United States of America";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"325"
"United States of America";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"7.4";"325"
"United States of America";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"325"
"United States of America";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"325"
"United States of America";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"325"
"United States of America";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"325"
"United States of America";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"325"
"United States of America";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"3.9";"326"
"United States of America";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"325"
"United States of America";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"325"
"United States of America";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"4.9";"326"
"United States of America";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"325"
"United States of America";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"325"
"United States of America";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"327"
"United States of America";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"325"
"United States of America";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.9";"325"
"United States of America";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"325"
"United States of America";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"326"
"United States of America";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"325"
"United States of America";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"325"
"United States of America";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"325"
"United States of America";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"325"
"United States of America";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"325"
"Uruguay";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"15.3";"328"
"Uruguay";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"20.8";"328"
"Uruguay";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"21.2";"329"
"Uruguay";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"19.7";"328"
"Uruguay";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"17.0";"328"
"Uruguay";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"14.6";"329"
"Uruguay";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"12.9";"328"
"Uruguay";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"14.7";"328"
"Uruguay";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"14.6";"328"
"Uruguay";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"13.2";"328"
"Uruguay";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"12.1";"328"
"Uruguay";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"328"
"Uruguay";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"11.8";"328"
"Uruguay";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"11.6";"328"
"Uruguay";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"328"
"Uruguay";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"329"
"Uruguay";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"11.9";"329"
"Uruguay";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"12.6";"329"
"Uruguay";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"13.9";"330"
"Uruguay";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"328"
"Uruguay";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"13.5";"328"
"Uruguay";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"13.5";"329"
"Uruguay";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"328"
"Uruguay";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"328"
"Uruguay";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"329"
"Uruguay";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"7.7";"328"
"Uruguay";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"328"
"Uruguay";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"9.8";"328"
"Uruguay";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"328"
"Uruguay";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"328"
"Uruguay";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"328"
"Uruguay";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"328"
"Uruguay";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"328"
"Uruguay";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"328"
"Uruguay";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"329"
"Uruguay";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"329"
"Uruguay";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"6.7";"329"
"Uruguay";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"330"
"Venezuela";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"17.6";"331"
"Venezuela";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"20.3";"332"
"Venezuela";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"17.8";"297"
"Venezuela";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"14.1";"297"
"Venezuela";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"14.8";"298"
"Venezuela";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"17.1";"298"
"Venezuela";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"13.4";"298"
"Venezuela";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"13.7";"297"
